Subject,Condition,Order,Start,k,Trial,x,Response,Reversal,RT
S62,simple,3,lejos,1,10,200,1,5,1.62071484500029
S62,simple,3,lejos,1,11,190,1,0,1.59294657100008
S62,simple,3,lejos,1,12,180,1,0,0.936075970000275
S62,simple,3,lejos,1,13,170,1,0,0.860874153999703
S62,simple,3,lejos,1,14,160,0,6,1.62370419099989
S62,simple,3,lejos,1,15,170,0,0,1.47442733699972
S62,simple,3,lejos,1,16,180,0,0,1.32212787700018
S62,simple,3,lejos,1,17,190,1,7,0.932849996000186
S62,simple,3,lejos,1,18,180,1,0,0.97572299300009
S62,simple,3,lejos,1,19,170,1,0,1.04616467999995
S62,simple,3,lejos,1,20,160,1,0,2.18415230200026
S62,simple,3,lejos,1,21,150,1,0,3.08316371499996
S62,simple,3,lejos,1,22,140,0,8,0.896162431999983
S62,simple,3,lejos,1,23,150,0,0,0.787151605999952
S62,simple,3,lejos,1,24,160,0,0,1.13294640200002
S62,simple,3,lejos,1,25,170,1,9,1.45807124900011
S62,simple,3,lejos,1,26,160,0,10,1.38963502600018
S62,simple,3,lejos,1,27,170,1,11,2.03290428399987
S62,simple,3,lejos,1,28,160,1,0,1.80698605199996
S62,simple,3,lejos,1,29,150,0,12,1.25386850699988
S62,simple,4,lejos,1,1,220,0,0,0.771057525999822
S62,simple,4,lejos,1,2,220,1,1,1.41595059099973
S62,simple,4,lejos,1,3,200,1,0,1.10499224800014
S62,simple,4,lejos,1,4,180,1,0,0.796673343999828
S62,simple,4,lejos,1,5,160,0,2,2.408986379
S62,simple,4,lejos,1,6,180,0,0,0.793857424999715
S62,simple,4,lejos,1,7,190,0,0,1.61961302400005
S62,simple,4,lejos,1,8,200,1,3,1.81859863799991
S62,simple,4,lejos,1,9,190,1,0,1.07030066899961
S62,simple,4,lejos,1,10,180,1,0,0.798402483000245
S62,simple,4,lejos,1,11,170,1,0,0.873214516000189
S62,simple,4,lejos,1,12,160,0,4,0.929700486000002
S62,simple,4,lejos,1,13,170,0,0,0.8567896630002
S62,simple,4,lejos,1,14,180,0,0,0.716354718000275
S62,simple,4,lejos,1,15,190,0,0,0.792939605999891
S62,simple,4,lejos,1,16,200,0,0,1.17404827500013
S62,simple,4,lejos,1,17,210,0,0,0.806205044999842
S62,simple,4,lejos,1,18,220,0,0,1.21809871000005
S62,simple,4,lejos,1,19,220,1,5,0.676603473999876
S62,simple,4,lejos,1,20,210,1,0,0.919222513000022
S62,simple,4,lejos,1,21,200,1,0,1.37426378099963
S62,simple,4,lejos,1,22,190,1,0,0.775179431000197
S62,simple,4,lejos,1,23,180,1,0,0.892159859000003
S62,simple,4,lejos,1,24,170,0,6,1.33375000199976
S62,simple,4,lejos,1,25,180,1,7,1.46431195600007
S62,simple,4,lejos,1,26,170,1,0,1.80326095300006
S62,simple,4,lejos,1,27,160,1,0,1.53262216999974
S62,simple,4,lejos,1,28,150,0,8,0.772831577000034
S62,simple,4,lejos,1,29,160,0,0,0.0597155140003451
S62,simple,4,lejos,1,30,170,0,0,2.50633653000023
S62,simple,4,lejos,1,31,180,0,0,2.19939114999988
S62,simple,4,lejos,1,32,190,1,9,0.74600515200018
S62,simple,4,lejos,1,33,180,0,10,2.15236719199993
S62,simple,4,lejos,1,34,190,0,0,1.12378493599999
S62,simple,4,lejos,1,35,200,1,11,1.18478406199984
S62,simple,4,lejos,1,36,190,0,12,0.771457326000018
S63,simple,1,lejos,1,1,220,1,0,0.778162372999759
S63,simple,1,lejos,1,2,200,0,1,1.21465273500053
S63,simple,1,lejos,1,3,220,1,2,0.846921487000145
S63,simple,1,lejos,1,4,200,1,0,1.02749873500034
S63,simple,1,lejos,1,5,190,0,3,1.43737891500041
S63,simple,1,lejos,1,6,200,1,4,0.856182796999747
S63,simple,1,lejos,1,7,190,0,5,0.987853286000245
S63,simple,1,lejos,1,8,200,1,6,0.837125723000099
S63,simple,1,lejos,1,9,190,1,0,1.27326641399941
S63,simple,1,lejos,1,10,180,0,7,1.14764805400046
S63,simple,1,lejos,1,11,190,0,0,1.4581977580001
S63,simple,1,lejos,1,12,200,1,8,1.44600528799947
S63,simple,1,lejos,1,13,190,1,0,1.0101486399999
S63,simple,1,lejos,1,14,180,1,0,1.43652143999952
S63,simple,1,lejos,1,15,170,0,9,1.02397268999994
S63,simple,1,lejos,1,16,180,1,10,1.1987017499996
S63,simple,1,lejos,1,17,170,1,0,1.11444029699942
S63,simple,1,lejos,1,18,160,0,11,1.25009028099976
S63,simple,1,lejos,1,19,170,1,12,0.992120984000394
S63,simple,2,cerca,1,1,20,0,0,0.869462218000081
S63,simple,2,cerca,1,2,40,0,0,0.898684610999226
S63,simple,2,cerca,1,3,60,0,0,0.739837518000058
S63,simple,2,cerca,1,4,80,0,0,0.996554126999399
S63,simple,2,cerca,1,5,100,0,0,1.06239839600039
S63,simple,2,cerca,1,6,120,1,1,0.66851965999922
S63,simple,2,cerca,1,7,100,0,2,1.22988803200042
S63,simple,2,cerca,1,8,120,1,3,0.811793287
S63,simple,2,cerca,1,9,110,0,4,0.83809716199994
S63,simple,2,cerca,1,10,120,1,5,0.780550249999578
S63,simple,2,cerca,1,11,110,0,6,1.03527120999934
S63,simple,2,cerca,1,12,120,0,0,0.902301799999805
S63,simple,2,cerca,1,13,130,0,0,0.999386767000033
S63,simple,2,cerca,1,14,140,1,7,0.70508063699981
S63,simple,2,cerca,1,15,130,1,0,1.16817638900011
S63,simple,2,cerca,1,16,120,0,8,0.923898312999881
S63,simple,2,cerca,1,17,130,0,0,1.31267555400063
S63,simple,2,cerca,1,18,140,1,9,0.925259532999917
S63,simple,2,cerca,1,19,130,1,0,0.796269884999674
S63,simple,2,cerca,1,20,120,0,10,0.907533611999497
S63,simple,2,cerca,1,21,130,0,0,1.24372190900067
S63,simple,2,cerca,1,22,140,0,0,0.881660600999567
S63,simple,2,cerca,1,23,150,0,0,1.16608565000024
S63,simple,2,cerca,1,24,160,0,0,1.32747054100037
S63,simple,2,cerca,1,25,170,1,11,0.664876013999674
S63,simple,2,cerca,1,26,160,1,0,0.763381767000283
S63,simple,2,cerca,1,27,150,0,12,1.12568264699985
S63,simple,3,cerca,1,1,20,0,0,0.482338333000371
S63,simple,3,cerca,1,2,40,0,0,0.698516096999811
S63,simple,3,cerca,1,3,60,0,0,0.751641298999857
S63,simple,3,cerca,1,4,80,0,0,0.730714607999289
S63,simple,3,cerca,1,5,100,0,0,0.886195234999832
S63,simple,3,cerca,1,6,120,0,0,0.940825675000269
S63,simple,3,cerca,1,7,140,1,1,0.767971336999835
S63,simple,3,cerca,1,8,120,0,2,0.952738519000377
S63,simple,3,cerca,1,9,140,0,0,1.29033104799964
S63,simple,3,cerca,1,10,150,1,3,0.742293020000034
S63,simple,3,cerca,1,11,140,1,0,1.20080216800034
S63,simple,3,cerca,1,12,130,0,4,1.16848421299983
S63,simple,3,cerca,1,13,140,0,0,1.00844978000077
S63,simple,3,cerca,1,14,150,1,5,1.26692043000003
S63,simple,3,cerca,1,15,140,1,0,1.02136986999994
S63,simple,3,cerca,1,16,130,1,0,0.998140996999609
S63,simple,3,cerca,1,17,120,0,6,1.01211154799967
S63,simple,3,cerca,1,18,130,0,0,1.07592222200037
S63,simple,3,cerca,1,19,140,0,0,1.05455689500013
S63,simple,3,cerca,1,20,150,1,7,0.950769375000164
S63,simple,3,cerca,1,21,140,1,0,0.770661728999585
S63,simple,3,cerca,1,22,130,0,8,0.849944364000294
S63,simple,3,cerca,1,23,140,1,9,0.731503210000483
S63,simple,3,cerca,1,24,130,0,10,0.780675563999466
S63,simple,3,cerca,1,25,140,0,0,0.658604612999625
S63,simple,3,cerca,1,26,150,0,0,0.887354661000245
S63,simple,3,cerca,1,27,160,0,0,1.20818042700012
S63,simple,3,cerca,1,28,170,1,11,0.732010587000332
S63,simple,3,cerca,1,29,160,0,12,1.52836146999925
S63,simple,4,lejos,1,1,220,0,0,1.0018663740002
S63,simple,4,lejos,1,2,220,1,1,0.695346198000152
S63,simple,4,lejos,1,3,200,1,0,0.885792702999424
S63,simple,4,lejos,1,4,180,1,0,1.04537052600062
S63,simple,4,lejos,1,5,160,1,0,1.31766095300009
S63,simple,4,lejos,1,6,140,0,2,0.984687653999572
S63,simple,4,lejos,1,7,160,0,0,0.890039621000142
S63,simple,4,lejos,1,8,170,0,0,1.1711161559997
S63,simple,4,lejos,1,9,180,1,3,1.49564653300058
S63,simple,4,lejos,1,10,170,1,0,0.964749768000729
S63,simple,4,lejos,1,11,160,0,4,1.45671578900055
S63,simple,4,lejos,1,12,170,0,0,1.10548797199954
S63,simple,4,lejos,1,13,180,0,0,1.01996633500039
S63,simple,4,lejos,1,14,190,1,5,0.91035563100013
S63,simple,4,lejos,1,15,180,0,6,0.996611529999427
S63,simple,4,lejos,1,16,190,0,0,0.981688577000568
S63,simple,4,lejos,1,17,200,1,7,0.961239305999698
S63,simple,4,lejos,1,18,190,1,0,0.902670532000229
S63,simple,4,lejos,1,19,180,1,0,0.86767708699972
S63,simple,4,lejos,1,20,170,1,0,0.908120396000413
S63,simple,4,lejos,1,21,160,0,8,1.15838919500038
S63,simple,4,lejos,1,22,170,0,0,1.02232049299982
S63,simple,4,lejos,1,23,180,0,0,1.36884778100011
S63,simple,4,lejos,1,24,190,1,9,0.768689386000005
S63,simple,4,lejos,1,25,180,1,0,0.72282810500019
S63,simple,4,lejos,1,26,170,1,0,1.01033632099916
S63,simple,4,lejos,1,27,160,0,10,1.5595602049998
S63,simple,4,lejos,1,28,170,0,0,1.26312683200013
S63,simple,4,lejos,1,29,180,1,11,0.850292185999933
S63,simple,4,lejos,1,30,170,1,0,0.795100913999704
S63,simple,4,lejos,1,31,160,1,0,1.39265301100022
S63,simple,4,lejos,1,32,150,0,12,1.08979720199932
S65,simple,1,lejos,1,1,220,1,0,0.926120409999839
S65,simple,1,lejos,1,2,200,1,0,1.69589370499989
S65,simple,1,lejos,1,3,180,0,1,1.33066393200011
S65,simple,1,lejos,1,4,200,1,2,1.36183084500021
S65,simple,1,lejos,1,5,180,0,3,1.36124387400014
S65,simple,1,lejos,1,6,190,1,4,1.64710255500017
S65,simple,1,lejos,1,7,180,0,5,1.53164679799988
S65,simple,1,lejos,1,8,190,0,0,1.23730447299999
S65,simple,1,lejos,1,9,200,0,0,1.54971610500002
S65,simple,1,lejos,1,10,210,0,0,1.91991833199995
S65,simple,1,lejos,1,11,220,0,0,1.66548420400022
S65,simple,1,lejos,1,12,220,1,6,1.80003399300017
S65,simple,1,lejos,1,13,210,0,7,1.7775933150001
S65,simple,1,lejos,1,14,220,0,0,1.77908420800009
S65,simple,1,lejos,1,15,220,0,0,1.744373279
S65,simple,1,lejos,1,16,220,0,0,1.88224459999992
S65,simple,1,lejos,1,17,220,0,0,2.52612800500015
S65,simple,1,lejos,1,18,220,0,0,3.13414366300003
S65,simple,1,lejos,1,19,220,0,0,2.09142092299999
S65,simple,1,lejos,1,20,220,1,8,2.15214662699987
S65,simple,1,lejos,1,21,210,0,9,1.3206604049999
S65,simple,1,lejos,1,22,220,1,10,1.43945945999985
S65,simple,1,lejos,1,23,210,0,11,1.32619343600004
S65,simple,1,lejos,1,24,220,1,12,1.67573795400017
S65,simple,2,cerca,1,1,20,0,0,1.49558999800001
S65,simple,2,cerca,1,2,40,0,0,0.66155326299986
S65,simple,2,cerca,1,3,60,0,0,0.918553522000138
S65,simple,2,cerca,1,4,80,0,0,1.41472406199978
S65,simple,2,cerca,1,5,100,1,1,0.625390939999761
S65,simple,2,cerca,1,6,80,0,2,1.01426842899991
S65,simple,2,cerca,1,7,100,1,3,0.621743396000056
S65,simple,2,cerca,1,8,90,0,4,1.93622681199986
S65,simple,2,cerca,1,9,100,1,5,0.720176597000318
S65,simple,2,cerca,1,10,90,0,6,1.07635686100002
S65,simple,2,cerca,1,11,100,1,7,0.714523206000194
S65,simple,2,cerca,1,12,90,0,8,0.956485110999893
S65,simple,2,cerca,1,13,100,1,9,1.49710828300022
S65,simple,2,cerca,1,14,90,0,10,0.642935361999662
S65,simple,2,cerca,1,15,100,1,11,0.775595202000204
S65,simple,2,cerca,1,16,90,0,12,1.38457341999992
S65,simple,3,cerca,1,1,20,0,0,0.929296165000324
S65,simple,3,cerca,1,2,40,0,0,0.376633850999951
S65,simple,3,cerca,1,3,60,0,0,0.494281136999689
S65,simple,3,cerca,1,4,80,0,0,0.8437147249997
S65,simple,3,cerca,1,5,100,0,0,2.35269606699967
S65,simple,3,cerca,1,6,120,1,1,0.474678335000135
S65,simple,3,cerca,1,7,100,1,0,1.4912575469998
S65,simple,3,cerca,1,8,80,0,2,0.739204317999793
S65,simple,3,cerca,1,9,100,1,3,1.2442074810001
S65,simple,3,cerca,1,10,90,0,4,1.08851961200025
S65,simple,3,cerca,1,11,100,1,5,1.36936283100022
S65,simple,3,cerca,1,12,90,0,6,1.05086007999989
S65,simple,3,cerca,1,13,100,1,7,0.614554991000205
S65,simple,3,cerca,1,14,90,0,8,1.0866199369998
S65,simple,3,cerca,1,15,100,1,9,1.36267538199991
S65,simple,3,cerca,1,16,90,0,10,1.03813856899978
S65,simple,3,cerca,1,17,100,1,11,1.77430078999987
S65,simple,3,cerca,1,18,90,0,12,0.641238283000348
S65,simple,4,lejos,1,1,220,1,0,1.38637387000017
S65,simple,4,lejos,1,2,200,1,0,1.30463744600002
S65,simple,4,lejos,1,3,180,1,0,0.913336405999871
S65,simple,4,lejos,1,4,160,1,0,2.21284058999981
S65,simple,4,lejos,1,5,140,0,1,1.66968709899993
S65,simple,4,lejos,1,6,160,1,2,1.00835618000019
S65,simple,4,lejos,1,7,140,1,0,4.99471220099986
S65,simple,4,lejos,1,8,130,0,3,1.84429770799989
S65,simple,4,lejos,1,9,140,0,0,1.69594031499992
S65,simple,4,lejos,1,10,150,0,0,1.16083255900003
S65,simple,4,lejos,1,11,160,0,0,1.95623939799998
S65,simple,4,lejos,1,12,170,0,0,1.29555641500019
S65,simple,4,lejos,1,13,180,0,0,1.23571333400014
S65,simple,4,lejos,1,14,190,1,4,2.08075719199996
S65,simple,4,lejos,1,15,180,1,0,0.921463865000078
S65,simple,4,lejos,1,16,170,1,0,0.662332633999995
S65,simple,4,lejos,1,17,160,1,0,1.18426229199986
S65,simple,4,lejos,1,18,150,1,0,1.35281891599971
S65,simple,4,lejos,1,19,140,1,0,1.65605566700015
S65,simple,4,lejos,1,20,130,1,0,1.92674448000025
S65,simple,4,lejos,1,21,120,1,0,1.52861823500007
S65,simple,4,lejos,1,22,110,0,5,1.24865314099998
S65,simple,4,lejos,1,23,120,0,0,2.1618896179998
S65,simple,4,lejos,1,24,130,0,0,2.11426133000032
S65,simple,4,lejos,1,25,140,1,6,1.69336470400003
S65,simple,4,lejos,1,26,130,1,0,2.45159643699981
S65,simple,4,lejos,1,27,120,0,7,1.74604425000007
S65,simple,4,lejos,1,28,130,1,8,2.49014089499997
S65,simple,4,lejos,1,29,120,1,0,1.59271422799975
S65,simple,4,lejos,1,30,110,1,0,1.59861995400024
S65,simple,4,lejos,1,31,100,0,9,1.63413100199978
S65,simple,4,lejos,1,32,110,0,0,1.57427830699999
S65,simple,4,lejos,1,33,120,1,10,1.44655167300016
S65,simple,4,lejos,1,34,110,1,0,1.74408600000015
S65,simple,4,lejos,1,35,100,0,11,0.847099717999754
S65,simple,4,lejos,1,36,110,1,12,1.90129862100002
S65,simple,5,lejos,1,1,220,1,0,0.585794351999994
S65,simple,5,lejos,1,2,200,1,0,0.512271141999918
S65,simple,5,lejos,1,3,180,1,0,0.430554303000008
S65,simple,5,lejos,1,4,160,1,0,0.740847956999914
S65,simple,5,lejos,1,5,140,1,0,0.571090954999818
S65,simple,5,lejos,1,6,120,1,0,0.986619425000299
S65,simple,5,lejos,1,7,100,1,0,0.955963715000053
S65,simple,5,lejos,1,8,80,0,1,0.488049064999814
S65,simple,5,lejos,1,9,100,0,0,0.759708199000215
S65,simple,5,lejos,1,10,120,1,2,1.06436622799993
S65,simple,5,lejos,1,11,100,0,3,1.18692887599991
S65,simple,5,lejos,1,12,110,1,4,1.00993054699984
S65,simple,5,lejos,1,13,100,1,0,1.22490073400013
S65,simple,5,lejos,1,14,90,0,5,0.48078825399989
S65,simple,5,lejos,1,15,100,1,6,1.00549618200012
S65,simple,5,lejos,1,16,90,0,7,0.601526202000059
S65,simple,5,lejos,1,17,100,0,0,0.779326156000025
S65,simple,5,lejos,1,18,110,1,8,1.51106089200039
S65,simple,5,lejos,1,19,100,0,9,0.513299061999987
S65,simple,5,lejos,1,20,110,0,0,0.996631976000117
S65,simple,5,lejos,1,21,120,1,10,0.5251686470001
S65,simple,5,lejos,1,22,110,0,11,0.552885519000029
S65,simple,5,lejos,1,23,120,1,12,0.601080920000186
S66,simple,1,cerca,1,1,20,0,0,0.967938247999882
S66,simple,1,cerca,1,2,40,0,0,0.948515338999641
S66,simple,1,cerca,1,3,60,0,0,0.858817194999574
S66,simple,1,cerca,1,4,80,0,0,1.05390377700041
S66,simple,1,cerca,1,5,100,1,1,1.12453843599997
S66,simple,1,cerca,1,6,80,0,2,1.12751340900013
S66,simple,1,cerca,1,7,100,1,3,1.23154158000034
S66,simple,1,cerca,1,8,90,0,4,1.51433442799953
S66,simple,1,cerca,1,9,100,1,5,0.963418242000444
S66,simple,1,cerca,1,10,90,0,6,1.48371609800051
S66,simple,1,cerca,1,11,100,1,7,0.967617471000267
S66,simple,1,cerca,1,12,90,0,8,1.15745326600063
S66,simple,1,cerca,1,13,100,1,9,2.39732221800023
S66,simple,1,cerca,1,14,90,1,0,1.62483237099968
S66,simple,1,cerca,1,15,80,0,10,0.897664764999718
S66,simple,1,cerca,1,16,90,0,0,1.87792550199993
S66,simple,1,cerca,1,17,100,1,11,1.60221969299982
S66,simple,1,cerca,1,18,90,0,12,1.56188355300037
S66,simple,2,lejos,1,1,220,1,0,0.90132949800045
S66,simple,2,lejos,1,2,200,1,0,1.5798865350007
S66,simple,2,lejos,1,3,180,0,1,1.46361426000021
S66,simple,2,lejos,1,4,200,1,2,0.763963638999485
S66,simple,2,lejos,1,5,180,1,0,0.885826110999915
S66,simple,2,lejos,1,6,170,1,0,0.916731846999937
S66,simple,2,lejos,1,7,160,1,0,1.1821274949998
S66,simple,2,lejos,1,8,150,1,0,1.56223687399961
S66,simple,2,lejos,1,9,140,1,0,1.46691343899965
S66,simple,2,lejos,1,10,130,1,0,1.92285808300039
S66,simple,2,lejos,1,11,120,0,3,0.951118887999655
S66,simple,2,lejos,1,12,130,1,4,1.21628179799973
S66,simple,2,lejos,1,13,120,1,0,1.59943935599949
S66,simple,2,lejos,1,14,110,0,5,0.992861665999953
S66,simple,2,lejos,1,15,120,1,6,1.08063985200079
S66,simple,2,lejos,1,16,110,0,7,1.13900341699991
S66,simple,2,lejos,1,17,120,0,0,1.42936260200077
S66,simple,2,lejos,1,18,130,1,8,1.34970631600027
S66,simple,2,lejos,1,19,120,0,9,1.67007510599979
S66,simple,2,lejos,1,20,130,1,10,0.949801230000048
S66,simple,2,lejos,1,21,120,0,11,1.26474884100026
S66,simple,2,lejos,1,22,130,1,12,1.85931822999919
S66,simple,3,lejos,1,1,220,1,0,1.22536621900053
S66,simple,3,lejos,1,2,200,1,0,1.47867532200053
S66,simple,3,lejos,1,3,180,1,0,0.920084374999533
S66,simple,3,lejos,1,4,160,1,0,0.759520150999379
S66,simple,3,lejos,1,5,140,1,0,1.11082966200047
S66,simple,3,lejos,1,6,120,0,1,2.53468045600039
S66,simple,3,lejos,1,7,140,1,2,0.878469006000159
S66,simple,3,lejos,1,8,120,1,0,2.29510506699989
S66,simple,3,lejos,1,9,110,0,3,2.22128223900017
S66,simple,3,lejos,1,10,120,1,4,2.10648890199991
S66,simple,3,lejos,1,11,110,1,0,2.23788556900035
S66,simple,3,lejos,1,12,100,0,5,1.12015569600044
S66,simple,3,lejos,1,13,110,0,0,1.3922990179999
S66,simple,3,lejos,1,14,120,0,0,1.74320080699999
S66,simple,3,lejos,1,15,130,1,6,1.24344427800042
S66,simple,3,lejos,1,16,120,1,0,1.09070536200034
S66,simple,3,lejos,1,17,110,1,0,1.66568516300049
S66,simple,3,lejos,1,18,100,0,7,1.78237010200064
S66,simple,3,lejos,1,19,110,1,8,2.80116709600043
S66,simple,3,lejos,1,20,100,0,9,1.21429795399945
S66,simple,3,lejos,1,21,110,1,10,1.6596281660004
S66,simple,3,lejos,1,22,100,0,11,1.74201604399968
S66,simple,3,lejos,1,23,110,1,12,1.02807343200038
S66,simple,4,cerca,1,1,20,0,0,0.857400232000145
S66,simple,4,cerca,1,2,40,0,0,0.936841081999773
S66,simple,4,cerca,1,3,60,0,0,0.790291844999956
S66,simple,4,cerca,1,4,80,0,0,0.779892723999183
S66,simple,4,cerca,1,5,100,0,0,1.51442065699939
S66,simple,4,cerca,1,6,120,0,0,2.01254566999978
S66,simple,4,cerca,1,7,140,1,1,0.741179561999161
S66,simple,4,cerca,1,8,120,1,0,1.98392347899971
S66,simple,4,cerca,1,9,100,0,2,1.27512248800031
S66,simple,4,cerca,1,10,120,1,3,0.983871050999369
S66,simple,4,cerca,1,11,110,1,0,2.13430187499944
S66,simple,4,cerca,1,12,100,0,4,1.11829986800058
S66,simple,4,cerca,1,13,110,1,5,1.85220521199972
S66,simple,4,cerca,1,14,100,0,6,2.26685471599922
S66,simple,4,cerca,1,15,110,1,7,1.36844920299973
S66,simple,4,cerca,1,16,100,1,0,2.2399111299992
S66,simple,4,cerca,1,17,90,0,8,1.12727921900023
S66,simple,4,cerca,1,18,100,0,0,1.03525969299972
S66,simple,4,cerca,1,19,110,0,0,1.17019134099974
S66,simple,4,cerca,1,20,120,1,9,1.7380494149993
S66,simple,4,cerca,1,21,110,1,0,1.39013826399969
S66,simple,4,cerca,1,22,100,0,10,1.32365287599987
S66,simple,4,cerca,1,23,110,1,11,3.60347716700016
S66,simple,4,cerca,1,24,100,0,12,1.47931596999933
S67,simple,1,cerca,1,1,20,0,0,0.657738013998824
S67,simple,1,cerca,1,2,40,0,0,0.613593686999593
S67,simple,1,cerca,1,3,60,0,0,0.653210665999723
S67,simple,1,cerca,1,4,80,0,0,0.731276697999419
S67,simple,1,cerca,1,5,100,1,1,1.03993280399845
S67,simple,1,cerca,1,6,80,0,2,0.813306721998742
S67,simple,1,cerca,1,7,100,1,3,1.19156280899915
S67,simple,1,cerca,1,8,90,0,4,1.08225217700056
S67,simple,1,cerca,1,9,100,1,5,1.46486804500091
S67,simple,1,cerca,1,10,90,0,6,0.77738657000009
S67,simple,1,cerca,1,11,100,0,0,1.01515701000062
S67,simple,1,cerca,1,12,110,1,7,1.42748753300111
S67,simple,1,cerca,1,13,100,1,0,1.15257759899941
S67,simple,1,cerca,1,14,90,0,8,0.872515150000254
S67,simple,1,cerca,1,15,100,0,0,2.16357184200024
S67,simple,1,cerca,1,16,110,0,0,1.51075445400056
S67,simple,1,cerca,1,17,120,0,0,1.4431881799992
S67,simple,1,cerca,1,18,130,0,0,1.04301351600043
S67,simple,1,cerca,1,19,140,1,9,1.05336802000056
S67,simple,1,cerca,1,20,130,1,0,1.25178258800042
S67,simple,1,cerca,1,21,120,1,0,1.12676280899905
S67,simple,1,cerca,1,22,110,1,0,1.17332700800034
S67,simple,1,cerca,1,23,100,1,0,1.4489806319998
S67,simple,1,cerca,1,24,90,0,10,0.769347687999471
S67,simple,1,cerca,1,25,100,1,11,1.71619276800084
S67,simple,1,cerca,1,26,90,0,12,1.09706756800006
S67,simple,2,lejos,1,1,220,1,0,0.970287582998935
S67,simple,2,lejos,1,2,200,1,0,0.606699985000887
S67,simple,2,lejos,1,3,180,1,0,0.922537927999656
S67,simple,2,lejos,1,4,160,1,0,0.75914054200075
S67,simple,2,lejos,1,5,140,1,0,0.790642251999088
S67,simple,2,lejos,1,6,120,0,1,1.78951935999976
S67,simple,2,lejos,1,7,140,1,2,0.684261592001349
S67,simple,2,lejos,1,8,120,0,3,1.01739235100104
S67,simple,2,lejos,1,9,130,1,4,0.957874389998324
S67,simple,2,lejos,1,10,120,0,5,0.880077432999315
S67,simple,2,lejos,1,11,130,1,6,0.735240619000251
S67,simple,2,lejos,1,12,120,1,0,1.12678625499939
S67,simple,2,lejos,1,13,110,1,0,1.13988784700086
S67,simple,2,lejos,1,14,100,1,0,0.757765608999762
S67,simple,2,lejos,1,15,90,0,7,0.869607149999865
S67,simple,2,lejos,1,16,100,1,8,0.850444427000184
S67,simple,2,lejos,1,17,90,0,9,0.672455612000704
S67,simple,2,lejos,1,18,100,0,0,1.36695187800069
S67,simple,2,lejos,1,19,110,0,0,1.22314562200154
S67,simple,2,lejos,1,20,120,1,10,1.27419178299897
S67,simple,2,lejos,1,21,110,1,0,0.716200742999717
S67,simple,2,lejos,1,22,100,1,0,1.39311784500023
S67,simple,2,lejos,1,23,90,0,11,0.859002440998665
S67,simple,2,lejos,1,24,100,0,0,0.810538532999999
S67,simple,2,lejos,1,25,110,0,0,0.979077445999792
S67,simple,2,lejos,1,26,120,1,12,0.932321374999447
S67,simple,3,cerca,1,1,20,0,0,0.883007242999156
S67,simple,3,cerca,1,2,40,0,0,0.604818066000007
S67,simple,3,cerca,1,3,60,0,0,0.701823741001135
S67,simple,3,cerca,1,4,80,0,0,0.9722336979994
S67,simple,3,cerca,1,5,100,1,1,1.85071934000007
S67,simple,3,cerca,1,6,80,0,2,0.706543820000661
S67,simple,3,cerca,1,7,100,1,3,1.15292742699967
S67,simple,3,cerca,1,8,90,0,4,1.68608774700078
S67,simple,3,cerca,1,9,100,1,5,1.09368843000084
S67,simple,3,cerca,1,10,90,1,0,1.34600637699987
S67,simple,3,cerca,1,11,80,0,6,0.655914687000404
S67,simple,3,cerca,1,12,90,0,0,1.79176741599986
S67,simple,3,cerca,1,13,100,1,7,0.889035569000043
S67,simple,3,cerca,1,14,90,0,8,0.94642230700083
S67,simple,3,cerca,1,15,100,1,9,1.60881273599989
S67,simple,3,cerca,1,16,90,0,10,1.78090386700023
S67,simple,3,cerca,1,17,100,0,0,0.776565730000584
S67,simple,3,cerca,1,18,110,1,11,1.10206189199926
S67,simple,3,cerca,1,19,100,1,0,1.11188283500087
S67,simple,3,cerca,1,20,90,0,12,0.977652026000214
S67,simple,4,lejos,1,1,220,1,0,0.77749932199913
S67,simple,4,lejos,1,2,200,1,0,0.683255419999114
S67,simple,4,lejos,1,3,180,1,0,0.529871323000407
S67,simple,4,lejos,1,4,160,1,0,0.730743055000858
S67,simple,4,lejos,1,5,140,1,0,0.844170861000748
S67,simple,4,lejos,1,6,120,0,1,0.897673940999084
S67,simple,4,lejos,1,7,140,1,2,0.75098201900073
S67,simple,4,lejos,1,8,120,1,0,0.723156430000017
S67,simple,4,lejos,1,9,110,1,0,0.764119388000836
S67,simple,4,lejos,1,10,100,0,3,0.960308600999269
S67,simple,4,lejos,1,11,110,0,0,1.25970955199955
S67,simple,4,lejos,1,12,120,0,0,1.56376420400011
S67,simple,4,lejos,1,13,130,1,4,0.690940992000833
S67,simple,4,lejos,1,14,120,1,0,0.738355223998951
S67,simple,4,lejos,1,15,110,1,0,0.700840849000087
S67,simple,4,lejos,1,16,100,1,0,1.03388228900076
S67,simple,4,lejos,1,17,90,0,5,0.827181528000438
S67,simple,4,lejos,1,18,100,0,0,1.15482241000063
S67,simple,4,lejos,1,19,110,0,0,1.37733321199994
S67,simple,4,lejos,1,20,120,0,0,1.21549732399944
S67,simple,4,lejos,1,21,130,1,6,0.755301618000885
S67,simple,4,lejos,1,22,120,1,0,1.33654644600028
S67,simple,4,lejos,1,23,110,1,0,0.943541691000064
S67,simple,4,lejos,1,24,100,0,7,0.743364999998448
S67,simple,4,lejos,1,25,110,1,8,0.853882816998521
S67,simple,4,lejos,1,26,100,0,9,0.830406188999405
