Subject,Condition,Block,Start,StairId,BranchStart,Trial,Distance,Response,Reversal,RT,OutlierDist,OutlierSubj
S01,simple,2,near,1,near,1,30.3,1,0,0.829785119000007,FALSE,FALSE
S01,simple,2,near,1,near,2,26.4,1,0,0.968079082999907,FALSE,FALSE
S01,simple,2,near,1,near,3,23,1,0,0.924377909999976,FALSE,FALSE
S01,simple,2,near,1,near,4,20,0,1,0.808996584999932,FALSE,FALSE
S01,simple,2,near,1,near,5,23,0,0,1.15096311799994,FALSE,FALSE
S01,simple,2,near,1,near,6,26.4,0,0,1.11922552099998,FALSE,FALSE
S01,simple,2,near,1,near,7,30.3,0,0,0.914741613000047,FALSE,FALSE
S01,simple,2,near,1,near,8,34.9,1,2,0.951455428999907,FALSE,FALSE
S01,simple,2,near,1,near,9,30.3,0,3,1.08538802600003,FALSE,FALSE
S01,simple,2,near,1,near,10,34.9,0,0,1.31584058699991,FALSE,FALSE
S01,simple,2,near,1,near,11,37.4,1,4,1.50321595100002,FALSE,FALSE
S01,simple,2,near,1,near,12,34.9,1,0,1.05337252699996,FALSE,FALSE
S01,simple,2,near,1,near,13,32.5,0,5,1.19055985700004,FALSE,FALSE
S01,simple,2,near,1,near,14,34.9,0,0,0.716189919000044,TRUE,FALSE
S01,simple,2,near,1,near,15,37.4,1,6,1.26058611399992,FALSE,FALSE
S01,simple,2,near,1,near,16,34.9,0,7,0.9610277889999,FALSE,FALSE
S01,simple,2,near,1,near,17,37.4,1,8,0.909501714999919,FALSE,FALSE
S01,simple,2,near,1,near,18,34.9,1,0,1.06614291799997,FALSE,FALSE
S01,simple,2,near,1,near,19,32.5,0,9,1.28546028300002,FALSE,FALSE
S01,simple,2,near,1,near,20,34.9,1,10,0.906599094999933,FALSE,FALSE
S01,simple,2,near,1,near,21,32.5,1,0,0.743798118999962,FALSE,FALSE
S01,simple,2,near,1,near,22,30.3,0,11,0.770704457000079,FALSE,FALSE
S01,simple,2,near,1,near,23,32.5,0,0,0.86156582000001,FALSE,FALSE
S01,simple,2,near,1,near,24,34.9,1,12,1.21207947899995,FALSE,FALSE
S01,simple,3,far,1,far,1,280,1,0,0.719908845000077,FALSE,FALSE
S01,simple,3,far,1,far,2,243.7,1,0,0.734684238,FALSE,FALSE
S01,simple,3,far,1,far,3,212.1,1,0,0.848716029000002,FALSE,FALSE
S01,simple,3,far,1,far,4,184.6,1,0,0.920229388999928,FALSE,FALSE
S01,simple,3,far,1,far,5,160.6,1,0,0.934282804999953,FALSE,FALSE
S01,simple,3,far,1,far,6,139.8,1,0,0.953326772000082,FALSE,FALSE
S01,simple,3,far,1,far,7,121.7,1,0,0.856375052999965,FALSE,FALSE
S01,simple,3,far,1,far,8,105.9,1,0,0.847774272000038,FALSE,FALSE
S01,simple,3,far,1,far,9,92.2,0,1,1.53588990399999,FALSE,FALSE
S01,simple,3,far,1,far,10,105.9,0,0,1.02555479,FALSE,FALSE
S01,simple,3,far,1,far,11,121.7,0,0,1.45008214300003,FALSE,FALSE
S01,simple,3,far,1,far,12,139.8,1,2,1.50029874000006,FALSE,FALSE
S01,simple,3,far,1,far,13,121.7,1,0,0.96567092500004,FALSE,FALSE
S01,simple,3,far,1,far,14,105.9,1,0,1.33583738799996,FALSE,FALSE
S01,simple,3,far,1,far,15,92.2,0,3,0.827419558999964,FALSE,FALSE
S01,simple,3,far,1,far,16,105.9,0,0,0.791464375000032,FALSE,FALSE
S01,simple,3,far,1,far,17,113.5,0,0,0.987244710000027,FALSE,FALSE
S01,simple,3,far,1,far,18,121.7,0,0,1.22566338700005,FALSE,FALSE
S01,simple,3,far,1,far,19,130.4,0,0,1.48850813000001,FALSE,FALSE
S01,simple,3,far,1,far,20,139.8,1,4,1.1286171910001,FALSE,FALSE
S01,simple,3,far,1,far,21,130.4,1,0,1.1653236300001,FALSE,FALSE
S01,simple,3,far,1,far,22,121.7,1,0,1.17318316500018,FALSE,FALSE
S01,simple,3,far,1,far,23,113.5,1,0,1.26495838899996,FALSE,FALSE
S01,simple,3,far,1,far,24,105.9,0,5,1.00835281899981,FALSE,FALSE
S01,simple,3,far,1,far,25,113.5,0,0,1.07821398500005,FALSE,FALSE
S01,simple,3,far,1,far,26,121.7,0,0,0.937939695000068,FALSE,FALSE
S01,simple,3,far,1,far,27,130.4,0,0,1.06691470500004,FALSE,FALSE
S01,simple,3,far,1,far,28,139.8,0,0,1.23217793799995,FALSE,FALSE
S01,simple,3,far,1,far,29,149.9,1,6,1.34864265299984,FALSE,FALSE
S01,simple,3,far,1,far,30,139.8,1,0,1.23463149899999,FALSE,FALSE
S01,simple,3,far,1,far,31,130.4,1,0,1.16571168799987,FALSE,FALSE
S01,simple,3,far,1,far,32,121.7,1,0,1.19808540100007,FALSE,FALSE
S01,simple,3,far,1,far,33,113.5,1,0,1.37677338799995,FALSE,FALSE
S01,simple,3,far,1,far,34,105.9,0,7,1.01614762200006,FALSE,FALSE
S01,simple,3,far,1,far,35,113.5,0,0,0.794373375000077,FALSE,FALSE
S01,simple,3,far,1,far,36,121.7,0,0,0.878245621999895,FALSE,FALSE
S01,simple,3,far,1,far,37,130.4,0,0,1.09167062700021,FALSE,FALSE
S01,simple,3,far,1,far,38,139.8,1,8,0.88774837699998,FALSE,FALSE
S01,simple,3,far,1,far,39,130.4,1,0,1.26008259200012,FALSE,FALSE
S01,simple,3,far,1,far,40,121.7,1,0,0.793786712999918,FALSE,FALSE
S01,simple,3,far,1,far,41,113.5,1,0,0.999936198999876,FALSE,FALSE
S01,simple,3,far,1,far,42,105.9,1,0,0.781192219999866,FALSE,FALSE
S01,simple,3,far,1,far,43,98.8,1,0,1.23694808100004,FALSE,FALSE
S01,simple,3,far,1,far,44,92.2,0,9,1.31420833399989,FALSE,FALSE
S01,simple,3,far,1,far,45,98.8,0,0,0.862796921999916,FALSE,FALSE
S01,simple,3,far,1,far,46,105.9,0,0,0.842147629999999,FALSE,FALSE
S01,simple,3,far,1,far,47,113.5,0,0,0.866778298000099,FALSE,FALSE
S01,simple,3,far,1,far,48,121.7,0,0,1.01772005900011,FALSE,FALSE
S01,simple,3,far,1,far,49,130.4,1,10,1.26926857500007,FALSE,FALSE
S01,simple,3,far,1,far,50,121.7,1,0,1.30093729400005,FALSE,FALSE
S01,simple,3,far,1,far,51,113.5,1,0,1.40272738900012,FALSE,FALSE
S01,simple,3,far,1,far,52,105.9,0,11,1.19250948299987,FALSE,FALSE
S01,simple,3,far,1,far,53,113.5,0,0,1.46442290999994,FALSE,FALSE
S01,simple,3,far,1,far,54,121.7,1,12,1.92186205899998,FALSE,FALSE
S01,simple,4,far,1,far,1,280,1,0,0.892578939000032,FALSE,FALSE
S01,simple,4,far,1,far,2,243.7,1,0,1.01407157000017,FALSE,FALSE
S01,simple,4,far,1,far,3,212.1,1,0,0.882748401000072,FALSE,FALSE
S01,simple,4,far,1,far,4,184.6,1,0,1.15780088699989,FALSE,FALSE
S01,simple,4,far,1,far,5,160.6,1,0,1.0103527660001,FALSE,FALSE
S01,simple,4,far,1,far,6,139.8,1,0,0.870883913999933,FALSE,FALSE
S01,simple,4,far,1,far,7,121.7,1,0,1.22411694099992,FALSE,FALSE
S01,simple,4,far,1,far,8,105.9,0,1,1.23932061400001,FALSE,FALSE
S01,simple,4,far,1,far,9,121.7,0,0,1.22597647500015,FALSE,FALSE
S01,simple,4,far,1,far,10,139.8,1,2,1.39435779300015,FALSE,FALSE
S01,simple,4,far,1,far,11,121.7,0,3,0.990176063000035,FALSE,FALSE
S01,simple,4,far,1,far,12,139.8,0,0,1.3759214380002,FALSE,FALSE
S01,simple,4,far,1,far,13,149.9,1,4,0.734919432999959,FALSE,FALSE
S01,simple,4,far,1,far,14,139.8,1,0,0.8425523599999,FALSE,FALSE
S01,simple,4,far,1,far,15,130.4,1,0,1.12570462300005,FALSE,FALSE
S01,simple,4,far,1,far,16,121.7,0,5,1.34229495399995,FALSE,FALSE
S01,simple,4,far,1,far,17,130.4,0,0,1.34871208200002,FALSE,FALSE
S01,simple,4,far,1,far,18,139.8,1,6,0.896683552000013,FALSE,FALSE
S01,simple,4,far,1,far,19,130.4,0,7,1.02669595800012,FALSE,FALSE
S01,simple,4,far,1,far,20,139.8,1,8,1.40897495800004,FALSE,FALSE
S01,simple,4,far,1,far,21,130.4,0,9,0.915550621999955,FALSE,FALSE
S01,simple,4,far,1,far,22,139.8,0,0,1.19898104100002,FALSE,FALSE
S01,simple,4,far,1,far,23,149.9,1,10,0.815146111000104,FALSE,FALSE
S01,simple,4,far,1,far,24,139.8,1,0,1.14414606200012,FALSE,FALSE
S01,simple,4,far,1,far,25,130.4,1,0,0.82384846900004,FALSE,FALSE
S01,simple,4,far,1,far,26,121.7,1,0,1.09188119800001,FALSE,FALSE
S01,simple,4,far,1,far,27,113.5,0,11,0.945061460000034,FALSE,FALSE
S01,simple,4,far,1,far,28,121.7,1,12,1.56756401199982,FALSE,FALSE
S02,simple,1,near,1,near,1,30.3,0,0,0.561580691000017,FALSE,FALSE
S02,simple,1,near,1,near,2,34.9,0,0,0.616236328000014,FALSE,FALSE
S02,simple,1,near,1,near,3,40.1,0,0,0.63354195500051,FALSE,FALSE
S02,simple,1,near,1,near,4,46,0,0,0.545449653000105,FALSE,FALSE
S02,simple,1,near,1,near,5,52.9,0,0,0.512918247000016,FALSE,FALSE
S02,simple,1,near,1,near,6,60.8,0,0,0.793329385999641,FALSE,FALSE
S02,simple,1,near,1,near,7,69.8,0,0,0.979525759999888,FALSE,FALSE
S02,simple,1,near,1,near,8,80.2,0,0,0.555755454999598,TRUE,FALSE
S02,simple,1,near,1,near,9,92.2,1,1,1.44249731299988,FALSE,FALSE
S02,simple,1,near,1,near,10,80.2,0,2,1.49194789400008,FALSE,FALSE
S02,simple,1,near,1,near,11,92.2,1,3,2.12468407899996,FALSE,FALSE
S02,simple,1,near,1,near,12,80.2,0,4,1.45997945699946,FALSE,FALSE
S02,simple,1,near,1,near,13,86,1,5,1.31337090899979,FALSE,FALSE
S02,simple,1,near,1,near,14,80.2,1,0,1.91536931300016,FALSE,FALSE
S02,simple,1,near,1,near,15,74.8,0,6,0.77093104100004,FALSE,FALSE
S02,simple,1,near,1,near,16,80.2,1,7,1.71131633700043,FALSE,FALSE
S02,simple,1,near,1,near,17,74.8,0,8,1.16715020399988,FALSE,FALSE
S02,simple,1,near,1,near,18,80.2,0,0,2.07022579099976,FALSE,FALSE
S02,simple,1,near,1,near,19,86,0,0,3.0507408630001,FALSE,FALSE
S02,simple,1,near,1,near,20,92.2,1,9,0.959526276999895,FALSE,FALSE
S02,simple,1,near,1,near,21,86,0,10,3.10496652899928,FALSE,FALSE
S02,simple,1,near,1,near,22,92.2,0,0,2.65395311199973,FALSE,FALSE
S02,simple,1,near,1,near,23,98.8,1,11,0.781861598000432,FALSE,FALSE
S02,simple,1,near,1,near,24,92.2,1,0,3.57149956099965,FALSE,FALSE
S02,simple,1,near,1,near,25,86,0,12,1.28618312199978,FALSE,FALSE
S02,simple,2,far,1,far,1,280,1,0,0.74380523400032,FALSE,FALSE
S02,simple,2,far,1,far,2,243.7,1,0,1.19500165800036,FALSE,FALSE
S02,simple,2,far,1,far,3,212.1,1,0,0.654033206000349,FALSE,FALSE
S02,simple,2,far,1,far,4,184.6,1,0,0.751982761000363,FALSE,FALSE
S02,simple,2,far,1,far,5,160.6,1,0,0.864040886999646,FALSE,FALSE
S02,simple,2,far,1,far,6,139.8,1,0,0.96434957000019506,FALSE,FALSE
S02,simple,2,far,1,far,7,121.7,1,0,1.51290151699959,FALSE,FALSE
S02,simple,2,far,1,far,8,105.9,1,0,2.35231937900062,FALSE,FALSE
S02,simple,2,far,1,far,9,92.2,0,1,0.542426266999428,FALSE,FALSE
S02,simple,2,far,1,far,10,105.9,0,0,0.696449678000135,FALSE,FALSE
S02,simple,2,far,1,far,11,121.7,1,2,0.825626921000548,FALSE,FALSE
S02,simple,2,far,1,far,12,105.9,0,3,0.865563872999701,FALSE,FALSE
S02,simple,2,far,1,far,13,121.7,1,4,0.845749998999963,FALSE,FALSE
S02,simple,2,far,1,far,14,113.5,1,0,1.294026562,FALSE,FALSE
S02,simple,2,far,1,far,15,105.9,0,5,1.05808166999941,FALSE,FALSE
S02,simple,2,far,1,far,16,113.5,1,6,1.39285807899978,FALSE,FALSE
S02,simple,2,far,1,far,17,105.9,0,7,3.43774084800043,FALSE,FALSE
S02,simple,2,far,1,far,18,113.5,1,8,0.973935744999835,FALSE,FALSE
S02,simple,2,far,1,far,19,105.9,1,0,2.04500379199999,FALSE,FALSE
S02,simple,2,far,1,far,20,98.8,0,9,0.827811988000576,FALSE,FALSE
S02,simple,2,far,1,far,21,105.9,0,0,3.15860741699998,FALSE,FALSE
S02,simple,2,far,1,far,22,113.5,1,10,0.725291017999552,FALSE,FALSE
S02,simple,2,far,1,far,23,105.9,1,0,2.60232747000009,FALSE,FALSE
S02,simple,2,far,1,far,24,98.8,0,11,2.39990117899924,FALSE,FALSE
S02,simple,2,far,1,far,25,105.9,0,0,2.54329233499993,FALSE,FALSE
S02,simple,2,far,1,far,26,113.5,1,12,0.85048888899928,FALSE,FALSE
S02,simple,3,near,1,near,1,30.3,0,0,0.5560091440002,FALSE,FALSE
S02,simple,3,near,1,near,2,34.9,0,0,0.478778548999799,FALSE,FALSE
S02,simple,3,near,1,near,3,40.1,0,0,0.548304562999874,FALSE,FALSE
S02,simple,3,near,1,near,4,46,0,0,1.53996384999937,FALSE,FALSE
S02,simple,3,near,1,near,5,52.9,0,0,0.967839007000293,FALSE,FALSE
S02,simple,3,near,1,near,6,60.8,0,0,0.519336764999935,FALSE,FALSE
S02,simple,3,near,1,near,7,69.8,0,0,0.876698529999885,FALSE,FALSE
S02,simple,3,near,1,near,8,80.2,0,0,0.931711088000156,FALSE,FALSE
S02,simple,3,near,1,near,9,92.2,0,0,1.61282886299978,FALSE,FALSE
S02,simple,3,near,1,near,10,105.9,0,0,1.95597451100002,FALSE,FALSE
S02,simple,3,near,1,near,11,121.7,1,1,0.674705274999724,FALSE,FALSE
S02,simple,3,near,1,near,12,105.9,1,0,1.10708227099985,FALSE,FALSE
S02,simple,3,near,1,near,13,92.2,0,2,0.989123977999952,FALSE,FALSE
S02,simple,3,near,1,near,14,105.9,0,0,1.99087319699993,FALSE,FALSE
S02,simple,3,near,1,near,15,113.5,1,3,0.682893513000636,FALSE,FALSE
S02,simple,3,near,1,near,16,105.9,1,0,2.14321477999965,FALSE,FALSE
S02,simple,3,near,1,near,17,98.8,1,0,1.3458934500004,FALSE,FALSE
S02,simple,3,near,1,near,18,92.2,0,4,1.27598853099971,FALSE,FALSE
S02,simple,3,near,1,near,19,98.8,1,5,1.64703015400028,FALSE,FALSE
S02,simple,3,near,1,near,20,92.2,0,6,1.50038511499952,FALSE,FALSE
S02,simple,3,near,1,near,21,98.8,0,0,1.87541268000041,FALSE,FALSE
S02,simple,3,near,1,near,22,105.9,1,7,7.6011333739998,TRUE,TRUE
S02,simple,3,near,1,near,23,98.8,0,8,0.701535076000255,FALSE,FALSE
S02,simple,3,near,1,near,24,105.9,0,0,1.52944860499974,FALSE,FALSE
S02,simple,3,near,1,near,25,113.5,1,9,0.976586350000616,FALSE,FALSE
S02,simple,3,near,1,near,26,105.9,1,0,1.01088979699944,FALSE,FALSE
S02,simple,3,near,1,near,27,98.8,0,10,2.36469485099951,FALSE,FALSE
S02,simple,3,near,1,near,28,105.9,1,11,4.35285147200011,FALSE,FALSE
S02,simple,3,near,1,near,29,98.8,0,12,0.825628126999618,FALSE,FALSE
S02,simple,4,far,1,far,1,280,1,0,0.657221768999989,FALSE,FALSE
S02,simple,4,far,1,far,2,243.7,1,0,0.82687753800019,FALSE,FALSE
S02,simple,4,far,1,far,3,212.1,1,0,1.05353113300043,FALSE,FALSE
S02,simple,4,far,1,far,4,184.6,1,0,0.879012702999717,FALSE,FALSE
S02,simple,4,far,1,far,5,160.6,1,0,0.896593946999928,FALSE,FALSE
S02,simple,4,far,1,far,6,139.8,1,0,1.52288505999968,FALSE,FALSE
S02,simple,4,far,1,far,7,121.7,1,0,2.90424051399987,FALSE,FALSE
S02,simple,4,far,1,far,8,105.9,0,1,1.72618809699998,FALSE,FALSE
S02,simple,4,far,1,far,9,121.7,0,0,1.99991789600062,FALSE,FALSE
S02,simple,4,far,1,far,10,139.8,1,2,1.22084657199957,FALSE,FALSE
S02,simple,4,far,1,far,11,121.7,1,0,2.21939310000016,FALSE,FALSE
S02,simple,4,far,1,far,12,113.5,0,3,2.74724763100039,FALSE,FALSE
S02,simple,4,far,1,far,13,121.7,1,4,2.85679331899973,FALSE,FALSE
S02,simple,4,far,1,far,14,113.5,0,5,1.64498097700016,FALSE,FALSE
S02,simple,4,far,1,far,15,121.7,0,0,2.29280904200004,FALSE,FALSE
S02,simple,4,far,1,far,16,130.4,1,6,1.95577927100021,FALSE,FALSE
S02,simple,4,far,1,far,17,121.7,1,0,4.12884351800039,FALSE,FALSE
S02,simple,4,far,1,far,18,113.5,0,7,1.24632755600032,FALSE,FALSE
S02,simple,4,far,1,far,19,121.7,0,0,2.95192061000034,FALSE,FALSE
S02,simple,4,far,1,far,20,130.4,1,8,1.46269274499991,FALSE,FALSE
S02,simple,4,far,1,far,21,121.7,1,0,1.6526782459996,FALSE,FALSE
S02,simple,4,far,1,far,22,113.5,1,0,7.1508032339998,FALSE,FALSE
S02,simple,4,far,1,far,23,105.9,0,9,1.24270455499936,FALSE,FALSE
S02,simple,4,far,1,far,24,113.5,0,0,2.3770816289998,FALSE,FALSE
S02,simple,4,far,1,far,25,121.7,1,10,2.05384018099994,FALSE,FALSE
S02,simple,4,far,1,far,26,113.5,0,11,2.5716701350002,FALSE,FALSE
S02,simple,4,far,1,far,27,121.7,1,12,1.95626041299965,FALSE,FALSE
S03,simple,1,near,1,near,1,30.3,1,0,1.82120422299977,FALSE,FALSE
S03,simple,1,near,1,near,2,26.4,0,1,4.10525871000027,FALSE,FALSE
S03,simple,1,near,1,near,3,30.3,1,2,1.24286133400074,FALSE,FALSE
S03,simple,1,near,1,near,4,26.4,1,0,0.944915371999741,FALSE,FALSE
S03,simple,1,near,1,near,5,24.6,1,0,1.36743873399973,FALSE,FALSE
S03,simple,1,near,1,near,6,23,1,0,1.42151457799991,FALSE,FALSE
S03,simple,1,near,1,near,7,21.4,1,0,1.20866306500011,FALSE,FALSE
S03,simple,1,near,1,near,8,20,0,3,1.47092438799973,FALSE,FALSE
S03,simple,1,near,1,near,9,21.4,0,0,1.78664432799997,FALSE,FALSE
S03,simple,1,near,1,near,10,23,0,0,1.48303574999954,FALSE,FALSE
S03,simple,1,near,1,near,11,24.6,0,0,2.39383285700023,FALSE,FALSE
S03,simple,1,near,1,near,12,26.4,0,0,2.33241065699985,FALSE,FALSE
S03,simple,1,near,1,near,13,28.3,0,0,2.28875432399946,FALSE,FALSE
S03,simple,1,near,1,near,14,30.3,0,0,1.76070865099973,FALSE,FALSE
S03,simple,1,near,1,near,15,32.5,0,0,1.8810994359992,FALSE,FALSE
S03,simple,1,near,1,near,16,34.9,0,0,1.69867310399968,FALSE,FALSE
S03,simple,1,near,1,near,17,37.4,0,0,2.36507076900034,FALSE,FALSE
S03,simple,1,near,1,near,18,40.1,0,0,1.69158446399979,FALSE,FALSE
S03,simple,1,near,1,near,19,42.9,0,0,1.06750416299928,FALSE,FALSE
S03,simple,1,near,1,near,20,46,0,0,1.19346250099989,FALSE,FALSE
S03,simple,1,near,1,near,21,49.3,0,0,1.78857782799969,FALSE,FALSE
S03,simple,1,near,1,near,22,52.9,0,0,1.24427089599976,FALSE,FALSE
S03,simple,1,near,1,near,23,56.7,0,0,1.04707837499973,FALSE,FALSE
S03,simple,1,near,1,near,24,60.8,0,0,2.01786933399944,FALSE,FALSE
S03,simple,1,near,1,near,25,65.1,0,0,1.19557754299967,FALSE,FALSE
S03,simple,1,near,1,near,26,69.8,0,0,1.89947331799976,FALSE,FALSE
S03,simple,1,near,1,near,27,74.8,1,4,1.38556445199993,FALSE,FALSE
S03,simple,1,near,1,near,28,69.8,1,0,1.81262442600018,FALSE,FALSE
S03,simple,1,near,1,near,29,65.1,1,0,1.83495038599995,FALSE,FALSE
S03,simple,1,near,1,near,30,60.8,1,0,1.99146836799991,FALSE,FALSE
S03,simple,1,near,1,near,31,56.7,1,0,1.1035421850001501,FALSE,FALSE
S03,simple,1,near,1,near,32,52.9,1,0,1.03089696100051,FALSE,FALSE
S03,simple,1,near,1,near,33,49.3,0,5,1.06588663399998,FALSE,FALSE
S03,simple,1,near,1,near,34,52.9,0,0,1.71124618100021,FALSE,FALSE
S03,simple,1,near,1,near,35,56.7,0,0,2.3518605119998,FALSE,FALSE
S03,simple,1,near,1,near,36,60.8,0,0,1.44262602900017,FALSE,FALSE
S03,simple,1,near,1,near,37,65.1,1,6,1.50039223400017,FALSE,FALSE
S03,simple,1,near,1,near,38,60.8,0,7,1.84910817999935,FALSE,FALSE
S03,simple,1,near,1,near,39,65.1,0,0,1.46265050499915,FALSE,FALSE
S03,simple,1,near,1,near,40,69.8,0,0,1.54682766299993,FALSE,FALSE
S03,simple,1,near,1,near,41,74.8,1,8,0.974515120000433,FALSE,FALSE
S03,simple,1,near,1,near,42,69.8,1,0,1.79000226000062,FALSE,FALSE
S03,simple,1,near,1,near,43,65.1,0,9,1.42461128299965,FALSE,FALSE
S03,simple,1,near,1,near,44,69.8,1,10,2.21965038000053,FALSE,FALSE
S03,simple,1,near,1,near,45,65.1,0,11,1.83714963999955,FALSE,FALSE
S03,simple,1,near,1,near,46,69.8,0,0,1.34634417699999,FALSE,FALSE
S03,simple,1,near,1,near,47,74.8,0,0,1.78249269900061,FALSE,FALSE
S03,simple,1,near,1,near,48,80.2,1,12,1.26082147400029,FALSE,FALSE
S03,simple,2,far,1,far,1,280,1,0,1.44286904599994,FALSE,FALSE
S03,simple,2,far,1,far,2,243.7,1,0,0.721244031999959,FALSE,FALSE
S03,simple,2,far,1,far,3,212.1,1,0,0.843750518999514,FALSE,FALSE
S03,simple,2,far,1,far,4,184.6,1,0,0.811120287000449,FALSE,FALSE
S03,simple,2,far,1,far,5,160.6,1,0,0.696624310000516,FALSE,FALSE
S03,simple,2,far,1,far,6,139.8,1,0,0.775732691000485,FALSE,FALSE
S03,simple,2,far,1,far,7,121.7,1,0,0.830986007999854,FALSE,FALSE
S03,simple,2,far,1,far,8,105.9,1,0,1.69652236000002,FALSE,FALSE
S03,simple,2,far,1,far,9,92.2,0,1,1.62246918399978,FALSE,FALSE
S03,simple,2,far,1,far,10,105.9,1,2,2.75992727300036,TRUE,TRUE
S03,simple,2,far,1,far,11,92.2,1,0,0.943569156999729,FALSE,FALSE
S03,simple,2,far,1,far,12,86,1,0,1.80443585600005,TRUE,FALSE
S03,simple,2,far,1,far,13,80.2,0,3,0.948891490000278,FALSE,FALSE
S03,simple,2,far,1,far,14,86,0,0,0.999671515000045,FALSE,FALSE
S03,simple,2,far,1,far,15,92.2,1,4,1.51395688199955,FALSE,FALSE
S03,simple,2,far,1,far,16,86,1,0,1.09344415699979,FALSE,FALSE
S03,simple,2,far,1,far,17,80.2,1,0,1.04872298900045,FALSE,FALSE
S03,simple,2,far,1,far,18,74.8,0,5,0.923835864000466,FALSE,FALSE
S03,simple,2,far,1,far,19,80.2,0,0,0.816505801999483,FALSE,FALSE
S03,simple,2,far,1,far,20,86,0,0,0.900837963999948,FALSE,FALSE
S03,simple,2,far,1,far,21,92.2,0,0,0.943616905999988,FALSE,FALSE
S03,simple,2,far,1,far,22,98.8,1,6,1.02201185100057,FALSE,FALSE
S03,simple,2,far,1,far,23,92.2,1,0,1.49693221000052,FALSE,FALSE
S03,simple,2,far,1,far,24,86,1,0,1.13615946600021,FALSE,FALSE
S03,simple,2,far,1,far,25,80.2,1,0,1.06055403499977,FALSE,FALSE
S03,simple,2,far,1,far,26,74.8,0,7,2.27106453499982,TRUE,TRUE
S03,simple,2,far,1,far,27,80.2,0,0,0.814304329999686,FALSE,FALSE
S03,simple,2,far,1,far,28,86,0,0,0.809126272999492,FALSE,FALSE
S03,simple,2,far,1,far,29,92.2,0,0,0.889448109000114,FALSE,FALSE
S03,simple,2,far,1,far,30,98.8,0,0,1.79805424500046,TRUE,FALSE
S03,simple,2,far,1,far,31,105.9,1,8,0.825082407000082,FALSE,FALSE
S03,simple,2,far,1,far,32,98.8,1,0,0.830542659999992,FALSE,FALSE
S03,simple,2,far,1,far,33,92.2,1,0,0.873431541000173,FALSE,FALSE
S03,simple,2,far,1,far,34,86,1,0,1.02876098600063,FALSE,FALSE
S03,simple,2,far,1,far,35,80.2,1,0,0.997457335000036,FALSE,FALSE
S03,simple,2,far,1,far,36,74.8,0,9,0.859218005000002,FALSE,FALSE
S03,simple,2,far,1,far,37,80.2,0,0,0.869066534000012,FALSE,FALSE
S03,simple,2,far,1,far,38,86,0,0,1.19319984899994,FALSE,FALSE
S03,simple,2,far,1,far,39,92.2,1,10,0.928680065000663,FALSE,FALSE
S03,simple,2,far,1,far,40,86,1,0,1.59081285899993,FALSE,FALSE
S03,simple,2,far,1,far,41,80.2,1,0,1.27132460800021,FALSE,FALSE
S03,simple,2,far,1,far,42,74.8,1,0,1.06434958199952,FALSE,FALSE
S03,simple,2,far,1,far,43,69.8,0,11,0.812885146000554,FALSE,FALSE
S03,simple,2,far,1,far,44,74.8,0,0,0.621675927000069,TRUE,FALSE
S03,simple,2,far,1,far,45,80.2,0,0,0.692837956999938,FALSE,FALSE
S03,simple,2,far,1,far,46,86,0,0,0.749260155999764,FALSE,FALSE
S03,simple,2,far,1,far,47,92.2,1,12,0.7811872150005,FALSE,FALSE
S03,simple,3,far,1,far,1,280,1,0,0.722618332999446,FALSE,FALSE
S03,simple,3,far,1,far,2,243.7,1,0,0.487309080000159,FALSE,TRUE
S03,simple,3,far,1,far,3,212.1,1,0,0.595959689000665,FALSE,FALSE
S03,simple,3,far,1,far,4,184.6,1,0,0.625112036000246,FALSE,FALSE
S03,simple,3,far,1,far,5,160.6,1,0,0.818341707999934,FALSE,FALSE
S03,simple,3,far,1,far,6,139.8,1,0,0.708554416999505,FALSE,FALSE
S03,simple,3,far,1,far,7,121.7,1,0,0.761506048999763,FALSE,FALSE
S03,simple,3,far,1,far,8,105.9,0,1,0.930198990000463,FALSE,FALSE
S03,simple,3,far,1,far,9,121.7,1,2,0.970084485999905,FALSE,FALSE
S03,simple,3,far,1,far,10,105.9,0,3,0.738526487999479,FALSE,FALSE
S03,simple,3,far,1,far,11,113.5,0,0,1.48132582699964,FALSE,FALSE
S03,simple,3,far,1,far,12,121.7,1,4,0.806041980999908,FALSE,FALSE
S03,simple,3,far,1,far,13,113.5,1,0,1.28555166899969,FALSE,FALSE
S03,simple,3,far,1,far,14,105.9,1,0,0.72687363499972,FALSE,FALSE
S03,simple,3,far,1,far,15,98.8,1,0,0.889921015999789,FALSE,FALSE
S03,simple,3,far,1,far,16,92.2,1,0,0.901379934000033,FALSE,FALSE
S03,simple,3,far,1,far,17,86,0,5,1.1602789429998701,FALSE,FALSE
S03,simple,3,far,1,far,18,92.2,1,6,1.12466640000002,FALSE,FALSE
S03,simple,3,far,1,far,19,86,1,0,0.9663242609995,FALSE,FALSE
S03,simple,3,far,1,far,20,80.2,0,7,0.942769495999528,FALSE,FALSE
S03,simple,3,far,1,far,21,86,0,0,1.07330774499951,FALSE,FALSE
S03,simple,3,far,1,far,22,92.2,0,0,1.23424030199931,FALSE,FALSE
S03,simple,3,far,1,far,23,98.8,1,8,0.988795315000061,FALSE,FALSE
S03,simple,3,far,1,far,24,92.2,1,0,0.884100838999984,FALSE,FALSE
S03,simple,3,far,1,far,25,86,0,9,0.666457143999651,FALSE,FALSE
