Subject,Target,Distance,Trial,Response,RT
S16,4,69.8124291010485,15,0,0.933604975999515
S16,10,160.645261030852,16,1,0.755644381999446
S16,8,121.681025776038,17,1,1.10982490599963
S16,2,52.8795429782462,18,0,0.82928661599999
S16,5,80.2149426987335,19,0,0.973266161000538
S16,7,105.901066548623,20,0,1.66176967799947
S16,9,139.812303279409,21,1,0.781415843000104
S16,3,60.7589445683897,22,0,0.856896612000128
S16,3,60.7589445683897,23,0,0.877493421000509
S16,4,69.8124291010485,24,0,0.845971665999969
S16,6,92.1674996131094,25,0,1.25092637000034
S16,8,121.681025776038,26,1,1.09794667799997
S16,7,105.901066548623,27,1,1.73116513399964
S16,7,105.901066548623,28,1,1.4248828740001
S16,5,80.2149426987335,29,0,1.10823379300018
S16,8,121.681025776038,30,1,1.96607195900015
S16,8,121.681025776038,31,1,1.02481910700044
S16,3,60.7589445683897,32,0,1.13951316300063
S16,7,105.901066548623,33,0,2.53123227200012
S16,4,69.8124291010485,34,0,0.907761290999588
S16,7,105.901066548623,35,0,2.80600901300022
S16,3,60.7589445683897,36,0,0.736400003999734
S16,6,92.1674996131094,37,0,2.69585298699985
S16,7,105.901066548623,38,1,1.38824930300052
S16,2,52.8795429782462,39,0,0.959155176999957
S16,6,92.1674996131094,40,0,1.91188388800038
S16,5,80.2149426987335,41,0,2.03211358299995
S16,5,80.2149426987335,42,0,0.748761313999239
S16,1,46.0219657443318,43,0,1.41880964700067
S16,7,105.901066548623,44,1,1.71617873600007
S16,8,121.681025776038,45,1,2.8223796909997
S16,10,160.645261030852,46,1,0.71552457100006
S16,4,69.8124291010485,47,0,1.32278042600046
S16,8,121.681025776038,48,1,1.31413151700053
S16,6,92.1674996131094,49,1,1.6136844749999
S16,9,139.812303279409,50,1,0.852781133000462
S16,2,52.8795429782462,51,0,0.909584845999234
S16,4,69.8124291010485,52,0,0.780422621000071
S16,4,69.8124291010485,53,0,0.758542821999981
S16,3,60.7589445683897,54,0,1.39436481499979
S16,5,80.2149426987335,55,0,1.05114586200034
S16,9,139.812303279409,56,1,1.51756656399994
S16,10,160.645261030852,57,1,1.3929299700003
S16,5,80.2149426987335,58,0,1.0820457509999
S16,4,69.8124291010485,59,0,0.737713055000313
S16,5,80.2149426987335,60,0,0.718696576999719
S16,6,92.1674996131094,61,0,2.54832593300125
S16,1,46.0219657443318,62,0,0.84279172099923
S16,3,60.7589445683897,63,0,0.970431572999587
S16,10,160.645261030852,64,1,1.20450492999953
S16,6,92.1674996131094,65,0,1.98394275099963
S17,6,92.1674996131094,1,0,0.849059861999194
S17,1,46.0219657443318,2,0,0.617774555001233
S17,9,139.812303279409,3,1,1.38656739199905
S17,7,105.901066548623,4,0,0.697453107000911
S17,4,69.8124291010485,5,0,1.33393578000141
S17,2,52.8795429782462,6,0,0.503376448001291
S17,7,105.901066548623,7,1,1.47160224400068
S17,3,60.7589445683897,8,0,0.924233171001106
S17,6,92.1674996131094,9,1,1.17104083999948
S17,9,139.812303279409,10,1,1.3807112100003
S17,5,80.2149426987335,11,0,0.547052199999598
S17,3,60.7589445683897,12,0,0.437818090000292
S17,9,139.812303279409,13,1,0.906603172999894
S17,10,160.645261030852,14,1,0.596420522000699
S17,3,60.7589445683897,15,0,0.467333841999789
S17,4,69.8124291010485,16,0,0.926646767999046
S17,10,160.645261030852,17,1,0.682476902999042
S17,1,46.0219657443318,18,0,0.419076005000534
S17,4,69.8124291010485,19,0,1.58300009999948
S17,5,80.2149426987335,20,0,0.724445830999684
S17,6,92.1674996131094,21,1,0.901756859999296
S17,5,80.2149426987335,22,0,0.800237513998582
S17,7,105.901066548623,23,0,1.67438830799983
S17,8,121.681025776038,24,1,0.644289354000648
S17,7,105.901066548623,25,0,1.73441574400022
S17,5,80.2149426987335,26,0,0.654833133001375
S17,8,121.681025776038,27,1,1.33667066500129
S17,4,69.8124291010485,28,0,0.616585992998807
S17,7,105.901066548623,29,0,0.830841864999456
S17,2,52.8795429782462,30,0,0.588878868000393
S17,1,46.0219657443318,31,0,0.475747868000326
S17,6,92.1674996131094,32,0,0.631156168999951
S17,7,105.901066548623,33,0,1.0029730849983
S17,7,105.901066548623,34,0,1.83694026900048
S17,10,160.645261030852,35,1,0.579856561998895
S17,4,69.8124291010485,36,0,0.753754991001188
S17,8,121.681025776038,37,1,2.04522616500071
S17,3,60.7589445683897,38,0,0.446049998998205
S17,1,46.0219657443318,39,0,0.435477171999082
S17,8,121.681025776038,40,1,1.45196831600151
S17,5,80.2149426987335,41,0,1.07441987499988
S17,2,52.8795429782462,42,0,0.781104076999327
S17,3,60.7589445683897,43,0,0.362222752999514
S17,5,80.2149426987335,44,0,1.39083688699975
S17,4,69.8124291010485,45,0,0.633584778999648
S17,4,69.8124291010485,46,0,0.903186284000185
S17,6,92.1674996131094,47,0,1.98540587699972
S17,6,92.1674996131094,48,0,0.975198079999245
S17,8,121.681025776038,49,1,2.17399410300095
S17,6,92.1674996131094,50,0,0.670067823000863
S17,3,60.7589445683897,51,0,0.824208600000929
S17,8,121.681025776038,52,0,2.22023790099956
S17,8,121.681025776038,53,0,1.52483166800084
S17,2,52.8795429782462,54,0,0.582069852000132
S17,5,80.2149426987335,55,0,0.596804728000279
S17,5,80.2149426987335,56,0,0.679539036000278
S17,10,160.645261030852,57,1,0.69428533700011
S17,8,121.681025776038,58,0,2.43571667799915
S17,9,139.812303279409,59,1,0.788063033000071
S17,6,92.1674996131094,60,0,0.468294652999248
S17,4,69.8124291010485,61,0,0.494711499999539
S17,3,60.7589445683897,62,0,0.562880892999601
S17,3,60.7589445683897,63,0,0.62257176499952
S17,7,105.901066548623,64,0,0.662097174999872
S17,6,92.1674996131094,65,0,0.570173616999455
S18,4,69.8124291010485,1,0,0.661327326000901
S18,8,121.681025776038,2,1,0.709059045999311
S18,7,105.901066548623,3,1,0.400239313999919
S18,4,69.8124291010485,4,0,0.428114876000109
S18,6,92.1674996131094,5,1,0.462751404998926
S18,4,69.8124291010485,6,0,0.569584996999765
S18,5,80.2149426987335,7,0,0.663784779999332
S18,6,92.1674996131094,8,0,0.521651709999787
S18,8,121.681025776038,9,1,0.463423475999662
S18,4,69.8124291010485,10,0,0.558837880000283
S18,7,105.901066548623,11,1,0.474042140000165
S18,7,105.901066548623,12,1,0.478981705999104
S18,8,121.681025776038,13,1,0.482059986999957
S18,2,52.8795429782462,14,0,0.62881028099946
S18,1,46.0219657443318,15,0,0.462049726000259
S18,5,80.2149426987335,16,0,0.691371213999446
S18,5,80.2149426987335,17,0,0.668418815001132
S18,4,69.8124291010485,18,0,0.597991497999828
S18,4,69.8124291010485,19,0,0.544669142998828
S18,2,52.8795429782462,20,0,0.546273640999061
S18,9,139.812303279409,21,1,0.370854979999422
S18,8,121.681025776038,22,1,0.413557132998903
S18,6,92.1674996131094,23,1,0.458490951001295
S18,6,92.1674996131094,24,0,0.426085716000671
S18,3,60.7589445683897,25,0,0.58676932400158
S18,8,121.681025776038,26,1,0.397471930999018
S18,5,80.2149426987335,27,0,0.450693046999731
S18,1,46.0219657443318,28,0,0.743513196999629
S18,6,92.1674996131094,29,0,0.894819809000182
S18,10,160.645261030852,30,1,0.523987906000912
S18,4,69.8124291010485,31,0,0.440639030999591
S18,10,160.645261030852,32,1,0.558107580000069
S18,10,160.645261030852,33,1,0.519994358999611
S18,7,105.901066548623,34,0,0.667337257000327
S18,6,92.1674996131094,35,0,0.701310240001476
S18,2,52.8795429782462,36,0,0.556018545999905
S18,7,105.901066548623,37,1,0.336023844998635
S18,3,60.7589445683897,38,0,0.401684102000218
