Subject,Condition,Block,Start,StairId,BranchStart,Trial,Distance,Response,Reversal,RT
S07,dual,2,far,1,far,24,280,1,11,5.58151359499971
S07,dual,2,far,1,far,25,261.2,0,12,0.717734920999646
S07,dual,2,far,2,near,1,30.3,0,0,0.656700751998869
S07,dual,2,far,2,near,2,34.9,0,0,0.681095940999512
S07,dual,2,far,2,near,3,40.1,0,0,0.626683828999376
S07,dual,2,far,2,near,4,46,0,0,0.713600546001544
S07,dual,2,far,2,near,5,52.9,0,0,0.622046926000621
S07,dual,2,far,2,near,6,60.8,0,0,0.66175753999778
S07,dual,2,far,2,near,7,69.8,0,0,0.716972155001713
S07,dual,2,far,2,near,8,80.2,0,0,0.769881807002093
S07,dual,2,far,2,near,9,92.2,0,0,0.650034877999133
S07,dual,2,far,2,near,10,105.9,0,0,1.59610343900204
S07,dual,2,far,2,near,11,121.7,0,0,0.744081971999549
S07,dual,2,far,2,near,12,139.8,0,0,0.805468638998718
S07,dual,2,far,2,near,13,160.6,0,0,1.15432313900237
S07,dual,2,far,2,near,14,184.6,0,0,1.25593086500157
S07,dual,2,far,2,near,15,212.1,0,0,0.864597146999586
S07,dual,2,far,2,near,16,243.7,0,0,1.12735792900276
S07,dual,2,far,2,near,17,280,0,0,0.789079557001969
S07,dual,2,far,2,near,18,280,1,1,2.03096186100083
S07,dual,2,far,2,near,19,243.7,0,2,1.13275309099845
S07,dual,2,far,2,near,20,280,1,3,1.07584649199998
S07,dual,2,far,2,near,21,261.2,0,4,1.00368074200014
S07,dual,2,far,2,near,22,280,1,5,0.995055573999707
S07,dual,2,far,2,near,23,261.2,0,6,0.783258878997003
S07,dual,2,far,2,near,24,280,1,7,0.968921763000253
S07,dual,2,far,2,near,25,261.2,0,8,0.744661434000591
S07,dual,2,far,2,near,26,280,1,9,0.921695189001184
S07,dual,2,far,2,near,27,261.2,0,10,0.724170636000053
S07,dual,2,far,2,near,28,280,1,11,0.621120378000342
S07,dual,2,far,2,near,29,261.2,0,12,0.636914031998458
